"ensemble","ensemble.size","accuracy"
"knn,glmnet,rfrules,gbm,adabag,multinom,pda,rfferns",8,0.510992671552299
"knn,multinom",2,0.478347768154564
"glmnet,rfrules,pda,gbm,rf",5,0.515656229180546
"rfrules,adabag,pda",3,0.499000666222518
"adabag,rfrules,pda,rfferns,multinom,rf",6,0.512325116588941
"glmnet,knn,rf",3,0.522984676882079
"multinom,rf,adabag,rfferns",4,0.513324450366422
"rfferns,gbm,pda,multinom,adabag,knn",6,0.504996668887408
"multinom,rfrules,rf,pda,rfferns,knn,glmnet,adabag,gbm",9,0.516988674217189
"multinom,glmnet,rfferns,rf,adabag,rfrules,gbm",7,0.513990672884743
"rfferns,rf,knn",3,0.418387741505663
"adabag,gbm",2,0.484343770819454
"rf,gbm,pda,knn,rfferns",5,0.524317121918721
"glmnet,multinom,adabag",3,0.501665556295803
"gbm,rfferns,multinom,rf,adabag,knn",6,0.519320453031312
"rfferns,multinom,gbm,pda,rfrules,adabag,rf,glmnet,knn",9,0.516988674217189
"gbm,rfferns,rf",3,0.509660226515656
"glmnet,pda,multinom,gbm,rfrules,rf,adabag",7,0.510659560293138
"knn,adabag,rfrules,pda,glmnet,gbm,rfferns",7,0.51199200532978
"rf,adabag",2,0.542638241172552
"rfferns,pda,rfrules,adabag,multinom,knn,glmnet",7,0.508327781479014
"adabag,multinom,rfferns,rfrules",4,0.502664890073284
"knn,adabag,pda,rfrules,glmnet,multinom,rf",7,0.510992671552299
"knn,rfferns,rfrules,rf",4,0.51798800799467
"rfferns,adabag,multinom,knn,gbm,rfrules,glmnet,pda",8,0.510659560293138
"pda,rfrules,knn,adabag,rfferns,glmnet,multinom",7,0.507661558960693
"pda,multinom",2,0.489007328447702
"knn,rfferns,gbm,multinom,rf,pda,glmnet",7,0.518654230512991
"rfferns,rf,rfrules",3,0.442371752165223
"rfrules,pda,gbm,rf,adabag",5,0.516655562958028
"knn,pda,adabag,gbm,multinom,rfrules,rf,rfferns",8,0.517321785476349
"adabag,glmnet,knn,pda,multinom,rfferns",6,0.510992671552299
"knn,pda",2,0.478347768154564
"rfrules,pda,rfferns,gbm",4,0.50599600266489
"rfferns,rfrules,rf,gbm,multinom,pda,knn,adabag",8,0.515989340439707
"glmnet,multinom,knn,rfrules,adabag,rfferns,gbm",7,0.503664223850766
"glmnet,multinom,pda,rf,gbm,knn,rfrules,adabag,rfferns",9,0.509993337774817
"rf,knn,glmnet,adabag,rfrules",5,0.509660226515656
"gbm,multinom,rfferns,glmnet,rf,pda,rfrules",7,0.513324450366422
"glmnet,pda,knn,rfrules,multinom,adabag,rf",7,0.510659560293138
"pda,glmnet,rfferns,rfrules,adabag,rf,knn",7,0.512991339107262
"adabag,rf,rfrules,gbm",4,0.506662225183211
"rf,gbm,rfferns,adabag,knn,glmnet,pda",7,0.513657561625583
"knn,rfferns,pda,gbm,glmnet",5,0.506662225183211
"multinom,rfrules,rf,rfferns,knn,pda",6,0.511325782811459
"glmnet,rfrules,adabag,gbm,pda,rfferns,multinom",7,0.502331778814124
"glmnet,adabag,knn,rfrules,rf",5,0.506995336442372
"rfferns,gbm,glmnet,pda,knn",5,0.510326449033977
"rfferns,rf,glmnet,knn,rfrules,adabag",6,0.505329780146569
"knn,glmnet,adabag,rfrules",4,0.503664223850766
"adabag,knn,glmnet,rfferns,rfrules",5,0.499000666222518
"gbm,multinom,adabag",3,0.506995336442372
"multinom,adabag,pda,glmnet",4,0.501998667554963
"multinom,knn,rf,glmnet,gbm,rfferns",6,0.518987341772152
"multinom,rfferns,adabag",3,0.500666222518321
"multinom,rf,adabag,pda,rfferns,knn,rfrules,glmnet",8,0.510659560293138
"rf,glmnet,multinom,pda,gbm,rfrules,knn,rfferns",8,0.520986009327115
"rfrules,adabag,knn,rfferns,rf,multinom,pda,glmnet,gbm",9,0.513990672884743
"multinom,glmnet,rf",3,0.510326449033977
"rfrules,gbm,pda",3,0.513324450366422
"glmnet,multinom,rfrules,rf,knn",5,0.516655562958028
"rfrules,rf,multinom,rfferns,pda,adabag,gbm,glmnet",8,0.513324450366422
"knn,pda,rfferns,rf,rfrules,multinom,glmnet,adabag,gbm",9,0.513990672884743
"glmnet,gbm,pda,multinom,knn,adabag,rfferns",7,0.508660892738175
"adabag,glmnet,knn,rfferns,multinom,pda",6,0.510992671552299
"knn,gbm,adabag,rfferns,rf",5,0.518321119253831
"adabag,rf,glmnet,multinom,pda,gbm",6,0.508660892738175
"adabag,rfferns",2,0.484343770819454
"adabag,rfferns,rf,gbm,multinom",5,0.507994670219853
"gbm,rfferns,glmnet,adabag,rfrules,rf,multinom,knn",8,0.512658227848101
"adabag,multinom,knn,rfferns",4,0.503331112591606
"glmnet,gbm,rfferns,rfrules,rf,adabag",6,0.505329780146569
"knn,pda,rfrules,glmnet,gbm,rf",6,0.518987341772152
"rf,rfrules,glmnet,multinom",4,0.519320453031312
"rfrules,knn,pda,rf,rfferns",5,0.518654230512991
"knn,rfrules,multinom,gbm,adabag,pda,rfferns",7,0.509327115256496
"rf,gbm,glmnet,multinom,pda,adabag,rfrules,knn,rfferns",9,0.514323784143904
"rfferns,glmnet,knn,rfrules,gbm,multinom",6,0.512325116588941
"pda,glmnet,rf,rfrules,rfferns,multinom",6,0.506995336442372
"multinom,rf",2,0.500333111259161
"pda,gbm,multinom,rfferns,rf,rfrules,glmnet,knn",8,0.514656895403065
"multinom,gbm,glmnet,adabag,rfrules",5,0.503331112591606
"rfferns,pda,multinom,knn,glmnet,gbm,rfrules,adabag,rf",9,0.514323784143904
"rfrules,rfferns,adabag,knn",4,0.494670219853431
"rf,gbm,rfrules,knn",4,0.527648234510326
"pda,rfferns,adabag",3,0.486675549633578
"multinom,knn,rfrules,gbm,rfferns,glmnet",6,0.51165889407062
"gbm,glmnet,rfrules,multinom,rf,rfferns",6,0.514990006662225
"multinom,rf,glmnet,gbm,adabag",5,0.509660226515656
"glmnet,rfferns",2,0.494670219853431
"rfferns,knn,rf,rfrules,gbm",5,0.527981345769487
"pda,knn,gbm,rfrules,multinom,rfferns,glmnet",7,0.507994670219853
"rfrules,rf,gbm,multinom,rfferns",5,0.51199200532978
"gbm,adabag,glmnet,rfferns,pda,rf,knn,multinom,rfrules",9,0.513657561625583
"rfrules,rfferns,multinom,knn,adabag,pda,gbm",7,0.512991339107262
"gbm,rfrules,knn,adabag,rfferns,glmnet,multinom",7,0.510992671552299
"multinom,knn,adabag,pda",4,0.500666222518321
"pda,glmnet,adabag,gbm,rfrules,knn,multinom,rf,rfferns",9,0.514990006662225
"adabag,glmnet",2,0.484343770819454
"rfrules,adabag,knn,rfferns,multinom,gbm,pda",7,0.512991339107262
"adabag,rfrules",2,0.484343770819454
"rfrules,knn,pda,glmnet,multinom,gbm,rf,rfferns",8,0.515323117921386
"glmnet,rf,rfrules,rfferns,pda,gbm",6,0.513324450366422
"rfrules,rf,glmnet,pda,multinom,knn",6,0.513324450366422
"gbm,multinom,rf,pda,knn,adabag",6,0.516655562958028
"gbm,adabag,knn,glmnet,rfrules",5,0.504996668887408
"rfferns,knn,rfrules,rf,pda,gbm",6,0.518654230512991
"rfrules,glmnet,rf,knn,gbm,rfferns,pda,adabag,multinom",9,0.513990672884743
"adabag,rf,glmnet,pda,gbm,rfferns,multinom,knn",8,0.509660226515656
"glmnet,adabag,rfferns,knn,pda,rf,gbm",7,0.508994003997335
"knn,glmnet",2,0.478347768154564
"adabag,multinom",2,0.484343770819454
"adabag,rfferns,multinom,pda,rf,glmnet,rfrules",7,0.50566289140573
"glmnet,knn,rf,gbm,multinom,pda,rfrules,adabag",8,0.508327781479014
"adabag,rfrules,rfferns,gbm,pda,glmnet,rf,multinom,knn",9,0.509327115256496
"rfrules,rfferns,multinom,rf,gbm,pda",6,0.516322451698867
"multinom,pda,knn",3,0.496335776149234
"adabag,rfferns,rf,rfrules,knn",5,0.502331778814124
"glmnet,gbm,rfrules,multinom,adabag,rfferns,rf,knn",8,0.512325116588941
"multinom,gbm,glmnet",3,0.508994003997335
"rfferns,knn,rfrules,multinom,adabag,gbm,rf,pda,glmnet",9,0.513657561625583
"adabag,knn,rfrules",3,0.499333777481679
"pda,multinom,rfferns,rfrules,rf,glmnet,gbm",7,0.510992671552299
"rf,rfrules,pda,gbm",4,0.520986009327115
"gbm,pda,rfrules,rf,rfferns,glmnet,adabag,knn",8,0.510659560293138
"glmnet,knn",2,0.494670219853431
"glmnet,knn,pda,rfrules",4,0.499000666222518
"rfrules,knn,adabag,multinom,gbm,glmnet",6,0.508660892738175
"rfrules,gbm,adabag,pda,multinom",5,0.508994003997335
"multinom,adabag,glmnet,rfferns,gbm,pda,knn,rf,rfrules",9,0.516988674217189
"rf,adabag,pda,rfferns",4,0.51765489673551
"rfrules,rf,glmnet",3,0.509993337774817
"rf,knn,multinom,rfrules,rfferns",5,0.525649566955363
"rfrules,multinom,rfferns,rf",4,0.511325782811459
"adabag,rf",2,0.484343770819454
"rfferns,gbm,adabag,rfrules,multinom,knn,rf",7,0.51765489673551
"rfrules,knn",2,0.473017988007995
"pda,gbm,rf,multinom,adabag,glmnet,rfrules",7,0.511325782811459
"adabag,pda,rfrules,rf,gbm,knn",6,0.510326449033977
"rfferns,rf",2,0.167221852098601
"pda,rfferns,multinom,gbm,adabag,knn,rf,rfrules,glmnet",9,0.514656895403065
"knn,pda,adabag,rfrules,glmnet,rf,gbm,multinom,rfferns",9,0.513990672884743
"adabag,gbm,pda,rf,multinom,rfrules,rfferns",7,0.509660226515656
"multinom,rfferns,rf,adabag,knn,glmnet,rfrules,pda,gbm",9,0.516988674217189
"gbm,rfrules",2,0.508994003997335
"knn,rf,glmnet,pda,gbm,rfrules,rfferns,adabag,multinom",9,0.513657561625583
"pda,rfferns",2,0.489007328447702
"glmnet,knn,multinom,rfferns,adabag,rf",6,0.511325782811459
"adabag,pda,glmnet",3,0.501332445036642
"multinom,pda,adabag,gbm,rfrules,knn,glmnet",7,0.508994003997335
"knn,pda,multinom",3,0.495003331112592
"rfferns,glmnet,multinom,rfrules,rf,pda",6,0.51199200532978
"adabag,gbm",2,0.484343770819454
"multinom,adabag,gbm,pda,rfferns,rf,rfrules,glmnet",8,0.509327115256496
"rf,adabag,rfrules,rfferns,multinom,glmnet,gbm,knn",8,0.513324450366422
"rfferns,pda,multinom",3,0.471685542971352
"rfferns,multinom,knn,rfrules,adabag,pda",6,0.506995336442372
"gbm,multinom,knn,glmnet,adabag",5,0.507994670219853
"adabag,rfferns,gbm,pda,rf,rfrules,knn,multinom",8,0.516322451698867
"gbm,adabag,rfferns,knn,rf,glmnet,multinom",7,0.514323784143904
"adabag,rfferns,glmnet,knn,rf,gbm,pda,multinom,rfrules",9,0.509327115256496
"gbm,rfrules,glmnet",3,0.506995336442372
"pda,multinom,rfrules,rf,glmnet,knn,rfferns",7,0.510992671552299
"pda,adabag,knn,glmnet,rf,rfrules",6,0.511325782811459
"rfferns,knn,rf,gbm,pda,glmnet,adabag,rfrules",8,0.509993337774817
"rfrules,gbm,pda,knn,rfferns,rf,glmnet,adabag",8,0.51199200532978
"gbm,multinom,glmnet,rfrules,rf,rfferns,pda,knn",8,0.51765489673551
"rf,pda,rfferns,knn,gbm,multinom,adabag",7,0.518321119253831
"knn,adabag,pda,gbm,glmnet,rf,rfferns",7,0.514656895403065
"adabag,knn,rfferns,multinom",4,0.503331112591606
"rfrules,gbm,glmnet,pda,adabag,multinom,rfferns,knn",8,0.509660226515656
"gbm,knn,rfrules",3,0.517321785476349
"pda,knn",2,0.489007328447702
"multinom,rf",2,0.500333111259161
"multinom,pda",2,0.500333111259161
"rf,pda",2,0.542638241172552
"rfrules,multinom,adabag,knn,rf,glmnet,rfferns,gbm",8,0.513990672884743
"rf,knn,rfrules,multinom,pda,rfferns,adabag",7,0.517321785476349
"multinom,rf,glmnet",3,0.510326449033977
"glmnet,knn",2,0.494670219853431
"knn,rfferns,gbm,rf,multinom,rfrules,adabag,pda,glmnet",9,0.513657561625583
"glmnet,rfferns,knn,gbm,rf,pda,rfrules,multinom",8,0.515989340439707
"glmnet,rfferns,rf,rfrules,gbm",5,0.509660226515656
"gbm,rf,knn,glmnet,pda,adabag,rfferns,rfrules,multinom",9,0.513657561625583
"gbm,multinom,rfferns,knn,rf",5,0.520652898067955
"gbm,rfrules,pda,rf,rfferns,adabag,multinom,knn",8,0.515656229180546
"adabag,glmnet,multinom,pda,rf,rfrules",6,0.50566289140573
"rf,adabag,knn",3,0.525316455696203
"rfrules,glmnet",2,0.473017988007995
"rfrules,multinom,glmnet,gbm",4,0.506329113924051
"multinom,gbm,adabag,rfferns",4,0.502998001332445
"adabag,knn,rfrules,rfferns,rf,gbm,glmnet",7,0.50566289140573
"pda,adabag,rfrules,glmnet,rf,rfferns,multinom",7,0.51165889407062
"glmnet,rfferns,gbm,pda,rf,multinom",6,0.510326449033977
"pda,multinom,adabag,knn,glmnet,rf",6,0.510659560293138
"knn,rf,gbm,adabag,pda,rfferns,multinom,glmnet,rfrules",9,0.513990672884743
"knn,pda,glmnet,multinom,rfferns,gbm,rf,rfrules,adabag",9,0.513990672884743
"rfrules,multinom,gbm,glmnet",4,0.506329113924051
"pda,adabag,glmnet,gbm",4,0.508327781479014
"multinom,rf,pda",3,0.503997335109927
"gbm,rf",2,0.508994003997335
"glmnet,rfrules,rfferns",3,0.490006662225183
"glmnet,adabag,pda,knn,multinom,rf,gbm,rfrules,rfferns",9,0.509993337774817
"rfferns,rfrules,pda,knn,multinom,glmnet,rf",7,0.514323784143904
"knn,adabag,gbm",3,0.506995336442372
"multinom,rfferns,gbm,glmnet,adabag,knn,pda,rf,rfrules",9,0.516988674217189
"rfrules,knn,rfferns,gbm,rf,adabag,multinom",7,0.512991339107262
"rfrules,rf,gbm",3,0.516988674217189
"rfrules,pda,glmnet,gbm,rfferns,knn,adabag,multinom",8,0.509660226515656
"pda,rfrules",2,0.489007328447702
"knn,gbm,multinom,rf",4,0.526982011992005
"adabag,rfferns,multinom",3,0.487674883411059
"rfrules,adabag,glmnet,knn,multinom,rf,rfferns,pda",8,0.51165889407062
"multinom,rf,rfrules,pda,rfferns,gbm,glmnet",7,0.512658227848101
"gbm,glmnet,multinom,knn,rfrules,pda,rfferns,adabag,rf",9,0.513657561625583
"multinom,rf,knn,gbm,glmnet",5,0.519653564290473
"rfrules,gbm,rfferns,pda,glmnet,adabag,multinom,knn",8,0.509660226515656
"glmnet,knn,pda,rfferns",4,0.501665556295803
"multinom,knn,rf,gbm,rfferns,pda",6,0.512658227848101
"rfrules,rfferns,multinom,gbm,glmnet",5,0.503997335109927
"multinom,rfferns",2,0.500333111259161
"multinom,gbm,rfrules,adabag",4,0.510659560293138
"pda,multinom,rf,adabag,glmnet,gbm",6,0.508994003997335
"multinom,adabag,rfferns,rf",4,0.513324450366422
"multinom,pda",2,0.500333111259161
"rf,rfrules",2,0.542638241172552
"rfferns,rfrules,multinom,glmnet,pda,adabag,rf,knn,gbm",9,0.513990672884743
"adabag,rf,multinom,knn,rfferns,glmnet",6,0.510659560293138
"rf,rfrules,multinom,pda,rfferns,knn,glmnet,gbm,adabag",9,0.513990672884743
"gbm,glmnet,pda,rfferns,rfrules,rf,adabag,multinom",8,0.51199200532978
"rfrules,adabag,rfferns,knn,rf,pda,gbm,multinom,glmnet",9,0.513990672884743
"multinom,rf",2,0.500333111259161
"glmnet,gbm,rf,rfferns,pda,multinom,rfrules,knn,adabag",9,0.509993337774817
"rfrules,pda,knn,adabag,multinom,glmnet,gbm,rf,rfferns",9,0.513990672884743
"pda,rfferns,rfrules,adabag,rf,multinom,glmnet,knn",8,0.510992671552299
"gbm,rf,pda,glmnet,rfferns,adabag,rfrules,multinom,knn",9,0.513657561625583
"knn,multinom,rf,glmnet,adabag,gbm,rfferns,rfrules,pda",9,0.513657561625583
"adabag,glmnet",2,0.484343770819454
"rfferns,pda,gbm,adabag,rfrules,rf,multinom,knn,glmnet",9,0.514323784143904
"gbm,rf,adabag,glmnet,rfferns,knn",6,0.512991339107262
"rf,pda,knn",3,0.530979347101932
"pda,rfrules,glmnet,gbm",4,0.506329113924051
"rf,adabag,gbm,pda,rfrules,knn,glmnet",7,0.51199200532978
"rfferns,gbm,adabag,pda",4,0.493337774816789
"gbm,multinom,glmnet,rfrules,knn,rfferns,rf",7,0.519320453031312
"glmnet,multinom,gbm,knn,rfrules",5,0.516322451698867
"gbm,adabag,rfrules,rf,multinom",5,0.515989340439707
"multinom,rf,glmnet",3,0.510326449033977
"adabag,rf,rfrules,multinom,glmnet,pda",6,0.50566289140573
"rf,pda,rfrules,knn,gbm,adabag,glmnet,rfferns,multinom",9,0.514323784143904
"pda,rfferns,gbm,glmnet,adabag,rfrules",6,0.5
"adabag,knn,rf,multinom,glmnet,rfferns",6,0.510659560293138
"pda,rf,knn,gbm,rfrules,adabag",6,0.515323117921386
"pda,glmnet",2,0.489007328447702
"gbm,adabag,pda,rfferns,knn,multinom,rfrules,rf,glmnet",9,0.513657561625583
"adabag,pda,rf,rfrules,knn,glmnet,rfferns,gbm,multinom",9,0.509327115256496
"rfrules,adabag,knn,pda,rfferns,multinom,glmnet,gbm",8,0.509660226515656
"gbm,rf,multinom,pda",4,0.518987341772152
"rf,gbm,multinom,adabag,knn,pda",6,0.521652231845436
"multinom,knn,rfrules,glmnet,gbm",5,0.515323117921386
"multinom,rfferns,knn",3,0.501665556295803
"adabag,pda,knn,rf,gbm,rfferns,rfrules",7,0.510326449033977
"pda,gbm,multinom,knn",4,0.497668221185876
"multinom,glmnet,adabag",3,0.500333111259161
"rf,knn,rfferns,gbm",4,0.530979347101932
"rf,knn",2,0.542638241172552
"rfferns,knn",2,0.167221852098601
"rf,rfrules",2,0.542638241172552
"gbm,glmnet,multinom",3,0.509993337774817
"rfferns,pda,multinom,rfrules,rf",5,0.503664223850766
"glmnet,multinom,pda,rf",4,0.509327115256496
"glmnet,pda",2,0.494670219853431
"gbm,rfrules,knn,glmnet,rfferns",5,0.512325116588941
"rf,gbm,multinom,rfrules,pda",5,0.51798800799467
"knn,adabag,multinom,glmnet,rfferns,rf,gbm,rfrules,pda",9,0.513324450366422
"rf,adabag,rfferns,glmnet,gbm,multinom,knn,pda",8,0.513990672884743
"knn,rfferns,rfrules,adabag,rf,multinom,glmnet,pda",8,0.510992671552299
"glmnet,knn,rfferns",3,0.492671552298468
"rfferns,pda",2,0.167221852098601
"glmnet,knn,multinom,gbm,rfrules,rf,adabag",7,0.512991339107262
"rfferns,glmnet,knn,pda,multinom,rfrules",6,0.507661558960693
"rf,gbm,adabag,glmnet,pda,rfrules,multinom",7,0.51199200532978
"pda,multinom,rfferns",3,0.489007328447702
"adabag,rf,glmnet,multinom,rfferns,gbm,pda",7,0.508660892738175
"pda,rf,glmnet,multinom,rfrules,knn,gbm",7,0.515323117921386
"pda,multinom,gbm,rfferns,rf,rfrules,glmnet,adabag",8,0.510659560293138
"multinom,pda",2,0.500333111259161
"rfrules,rfferns,multinom,knn,glmnet,pda,rf,adabag,gbm",9,0.513990672884743
"glmnet,rf,rfrules,adabag,knn,multinom,rfferns",7,0.504330446369087
"pda,glmnet",2,0.489007328447702
"rfferns,gbm,multinom,rf",4,0.516322451698867
"rf,knn,pda,glmnet,multinom,rfferns",6,0.516988674217189
"rfrules,multinom,pda,knn,rfferns",5,0.506662225183211
"rf,pda,knn,rfferns,adabag,glmnet,multinom",7,0.510659560293138
"adabag,gbm,knn",3,0.507328447701532
"glmnet,rfferns,pda,rfrules,multinom",5,0.502998001332445
"multinom,glmnet,pda,rfferns,knn",5,0.503664223850766
"gbm,glmnet,rfferns,adabag,rfrules,pda",6,0.500999333777482
"knn,multinom",2,0.478347768154564
"rf,glmnet,multinom,pda,rfferns,rfrules,adabag",7,0.510326449033977
"adabag,pda,knn,glmnet,rfrules,gbm,rfferns,rf,multinom",9,0.509327115256496
"pda,rf,adabag,multinom,rfferns,knn,gbm,glmnet,rfrules",9,0.514656895403065
"gbm,pda,rfferns,rfrules,multinom,glmnet",6,0.509327115256496
"rf,rfferns",2,0.542638241172552
"glmnet,gbm,rfferns,rf,knn,adabag,multinom",7,0.507994670219853
"rfferns,adabag,gbm",3,0.429380413057961
"pda,knn",2,0.489007328447702
"rfferns,pda,knn,multinom,adabag,rf,gbm,rfrules",8,0.513657561625583
"rf,adabag",2,0.542638241172552
"adabag,glmnet",2,0.484343770819454
"rf,adabag,glmnet",3,0.503997335109927
"glmnet,adabag,gbm,rfferns,pda",5,0.499000666222518
"pda,glmnet,knn,rf,multinom,adabag",6,0.510659560293138
"rf,rfrules,glmnet,rfferns",4,0.512658227848101
"rf,adabag,multinom,rfrules,glmnet,rfferns,knn",7,0.512658227848101
"gbm,glmnet,rfrules,knn,pda,rf,multinom",7,0.515989340439707
"rfrules,rfferns,gbm",3,0.486342438374417
"knn,rfferns,gbm,adabag,pda,glmnet,rfrules,multinom",8,0.509327115256496
"pda,rfferns,rf,rfrules,knn,multinom,glmnet,adabag,gbm",9,0.514656895403065
"knn,adabag,pda,multinom",4,0.502331778814124
"pda,gbm,multinom",3,0.498001332445037
"multinom,rfrules,pda,rfferns,rf,knn",6,0.511325782811459
"rfferns,knn,pda,rf,glmnet,adabag,multinom",7,0.514656895403065
"adabag,glmnet,rf",3,0.503331112591606
"rfrules,pda,adabag,glmnet",4,0.497668221185876
"adabag,rf,pda,gbm,multinom",5,0.512658227848101
"gbm,multinom,rfferns,knn,glmnet,adabag",6,0.506329113924051
"adabag,knn,glmnet,rf,pda",5,0.512325116588941
"rfrules,adabag,rfferns,rf",4,0.500333111259161
"multinom,rf,rfferns,pda,adabag,knn,rfrules,gbm",8,0.515323117921386
"knn,pda,rfrules,rfferns,adabag,rf,glmnet,multinom,gbm",9,0.513990672884743
"multinom,rfferns,rfrules",3,0.49433710859427
"gbm,multinom,glmnet,rfrules,knn",5,0.515323117921386
"rf,gbm,rfferns,knn,adabag,pda,rfrules,glmnet",8,0.51165889407062
"rf,multinom,gbm,glmnet",4,0.518987341772152
"pda,glmnet,knn,multinom",4,0.497668221185876
"rfferns,rf,gbm,rfrules,pda,glmnet,knn,multinom",8,0.51798800799467
"rfferns,rfrules,glmnet",3,0.421385742838108
"multinom,rfrules,knn",3,0.507661558960693
"pda,rfrules,gbm,rfferns,knn,rf,multinom,adabag,glmnet",9,0.514990006662225
"pda,rf,gbm,knn,glmnet,multinom,adabag",7,0.51165889407062
"glmnet,gbm,rfrules,knn,adabag,multinom,pda,rfferns,rf",9,0.509993337774817
"rfferns,rf,rfrules,pda,knn",5,0.522984676882079
"rfrules,adabag,gbm,rfferns,knn,multinom,rf,glmnet,pda",9,0.513990672884743
"multinom,rfrules,rfferns,knn,gbm,rf",6,0.518654230512991
"pda,rfferns,adabag,knn,glmnet,rf",6,0.510992671552299
"rfferns,adabag,glmnet,rfrules,multinom,knn,gbm,pda",8,0.510659560293138
"gbm,rfrules,glmnet,pda",4,0.513324450366422
"rfferns,multinom,adabag,pda,glmnet,rfrules,rf",7,0.513324450366422
"glmnet,adabag",2,0.494670219853431
"knn,rfrules,gbm",3,0.517321785476349
"rfferns,pda",2,0.167221852098601
"multinom,rf,rfrules,adabag,pda,knn",6,0.513990672884743
"rfrules,adabag,gbm,rf,rfferns,multinom,pda,knn",8,0.516322451698867
"glmnet,multinom,rfrules,knn,gbm,rf",6,0.512991339107262
"gbm,rf,rfrules,knn",4,0.522318454363758
"adabag,glmnet,rfrules",3,0.497335109926715
"pda,knn,adabag,rfferns,rfrules,rf",6,0.512991339107262
"knn,glmnet,rfferns,multinom,pda",5,0.501665556295803
"rf,rfferns",2,0.542638241172552
"adabag,knn,pda,rfrules,rf,rfferns,multinom",7,0.514323784143904
"rfferns,knn,rf,gbm",4,0.509327115256496
"adabag,rf,rfrules",3,0.509327115256496
"rf,rfferns",2,0.542638241172552
"adabag,multinom",2,0.484343770819454
"rfrules,rf,gbm,multinom,glmnet",5,0.51798800799467
"pda,multinom",2,0.489007328447702
"rf,multinom",2,0.542638241172552
"rfferns,gbm,rfrules,multinom",4,0.500333111259161
"gbm,adabag,glmnet,rf,multinom",5,0.510326449033977
"rfferns,rf,glmnet,rfrules,knn,gbm,multinom",7,0.518654230512991
"gbm,rfrules,rfferns,rf",4,0.513324450366422
"rf,pda,rfrules",3,0.519320453031312
"rfrules,knn,adabag,gbm,rf,pda",6,0.517321785476349
"rf,adabag,rfrules",3,0.511325782811459
"rf,pda,adabag,rfrules,rfferns,gbm,multinom",7,0.513324450366422
"rfrules,multinom,knn,glmnet,adabag,rf,pda,gbm,rfferns",9,0.513990672884743
"multinom,rf,rfferns,glmnet,adabag,rfrules",6,0.503664223850766
"adabag,rf,pda,rfferns,knn,glmnet,multinom,gbm,rfrules",9,0.509327115256496
"pda,rfrules,multinom,knn,rfferns,gbm,rf,adabag,glmnet",9,0.514990006662225
"adabag,pda,rfferns,gbm,multinom",5,0.504330446369087
"adabag,glmnet,gbm",3,0.495003331112592
"pda,glmnet,gbm,rfrules,rfferns,multinom,adabag,rf",8,0.509993337774817
"glmnet,adabag,rfferns,rf",4,0.502331778814124
"knn,rfrules,glmnet,multinom,rfferns,rf,gbm",7,0.519986675549634
"knn,rf,adabag,glmnet,multinom",5,0.513657561625583
"rfrules,knn,adabag,gbm,pda,rfferns",6,0.51165889407062
"rfferns,knn",2,0.167221852098601
"gbm,glmnet,pda,multinom,rf,adabag,knn,rfferns",8,0.51199200532978
"gbm,rf,adabag,pda,multinom,rfferns,knn,glmnet",8,0.51165889407062
"pda,multinom,knn,rfrules,gbm,rfferns",6,0.506662225183211
"knn,rf,gbm,multinom,rfferns,glmnet,pda,adabag,rfrules",9,0.513990672884743
"rfferns,adabag,multinom,gbm,rfrules,rf",6,0.51199200532978
"glmnet,gbm,knn,adabag,rfferns,multinom,pda,rf",8,0.510326449033977
"rfferns,glmnet,multinom,rf,adabag,knn,gbm,pda",8,0.510992671552299
"rfrules,rfferns,gbm",3,0.486342438374417
"multinom,rfferns,gbm,glmnet,knn",5,0.513324450366422
"rfrules,adabag,rfferns,pda,knn,gbm,rf",7,0.514323784143904
"pda,multinom,knn,rfrules,rfferns,rf,adabag",7,0.514656895403065
"rf,gbm",2,0.542638241172552
"rf,gbm,pda,rfferns,glmnet,multinom,adabag,knn,rfrules",9,0.514323784143904
"gbm,knn,rf,glmnet,pda,multinom,rfrules,adabag",8,0.513990672884743
"rfferns,knn,glmnet,rf",4,0.512658227848101
"knn,rfrules,rfferns,multinom,rf,pda,adabag,gbm",8,0.518654230512991
"multinom,glmnet,gbm,rfrules",4,0.510326449033977
"multinom,rf,gbm,adabag,rfferns,rfrules,knn,glmnet,pda",9,0.516988674217189
"rf,pda",2,0.542638241172552
"gbm,rfferns,rfrules,multinom,pda",5,0.506329113924051
"rfferns,rfrules,glmnet,adabag",4,0.487341772151899
"gbm,glmnet,rfrules",3,0.506995336442372
"adabag,pda,knn,gbm,glmnet,multinom",6,0.507328447701532
"rfrules,rf,pda,multinom",4,0.515323117921386
"glmnet,rf,pda,knn,adabag",5,0.510659560293138
"knn,multinom,rfferns,rf,glmnet",5,0.521985343104597
"rf,gbm,rfferns,multinom",4,0.524983344437042
"adabag,knn",2,0.484343770819454
"pda,multinom,adabag,knn",4,0.498334443704197
"rfferns,glmnet",2,0.167221852098601
"gbm,multinom",2,0.508994003997335
"rfferns,rfrules,gbm,rf,multinom,glmnet,pda,knn",8,0.516655562958028
"glmnet,rf,multinom,pda,adabag,knn,gbm,rfrules,rfferns",9,0.509993337774817
"rfferns,gbm,knn,pda,rfrules,rf",6,0.516988674217189
"rfferns,multinom",2,0.167221852098601
"rfferns,adabag,pda,multinom,glmnet,gbm",6,0.506662225183211
"rfrules,multinom,knn,rfferns,pda",5,0.506662225183211
